date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
07:17:02	29115/29115	---M-Z	200	added ('OK')	text/javascript	etag:%223d8ffc2a6b37fdb0f9582e2865651866%22	http://assets.squarespace.com/universal/scripts-compressed/performance-4f58ae13bc73934b-min.en-US.js	C:/Users/sifdo/Desktop/Santa_Barbra/assets.squarespace.com/universal/scripts-compressed/performance-4f58ae13bc73934b-min.en-US.js	(from https://www.thecleaningcompanyva.com/)
07:17:10	245912/245912	---M-Z	200	added ('OK')	text/javascript	etag:%2271fa227a435b24aec95da4f5e620f00f%22	http://assets.squarespace.com/universal/scripts-compressed/common-vendors-stable-fbd854d40b0804b7-min.en-US.js	C:/Users/sifdo/Desktop/Santa_Barbra/assets.squarespace.com/universal/scripts-compressed/common-vendors-stable-fbd854d40b0804b7-min.en-US.js	(from https://www.thecleaningcompanyva.com/)
07:17:11	1539089/1539089	---M-Z	200	added ('OK')	text/css	date:Tue,%2002%20Sep%202025%2004:17:04%20GMT	https://static1.squarespace.com/static/versioned-site-css/618712634cc9d14bd80427f3/134/5c5a519771c10ba3470d8101/618712644cc9d14bd804280d/1675/site.css	C:/Users/sifdo/Desktop/Santa_Barbra/static1.squarespace.com/static/versioned-site-css/618712634cc9d14bd80427f3/134/5c5a519771c10ba3470d8101/618712644cc9d14bd804280d/1675/site.css	(from https://www.thecleaningcompanyva.com/)
07:17:11	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Tue,%2002%20Sep%202025%2004:17:12%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/Users/sifdo/Desktop/Santa_Barbra/www.googletagmanager.com/gtm.d5445.delayed	(from https://www.thecleaningcompanyva.com/)
07:17:24	738789/738789	---M-Z	200	added ('OK')	text/javascript	etag:%223eff52e55ee5b7be2e791e8c82098880%22	http://assets.squarespace.com/universal/scripts-compressed/common-vendors-0d4336b4fc25cbfe-min.en-US.js	C:/Users/sifdo/Desktop/Santa_Barbra/assets.squarespace.com/universal/scripts-compressed/common-vendors-0d4336b4fc25cbfe-min.en-US.js	(from https://www.thecleaningcompanyva.com/)
07:17:25	107/107	---M--	200	added ('OK')	text/css	etag:%22f35d738d9565e65328fa909f074ff6e4%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.spacer/07acab66-37ed-4b60-afc5-02c23d19ec37_158/website.components.spacer.styles.css	C:/Users/sifdo/Desktop/Santa_Barbra/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.spacer/07acab66-37ed-4b60-afc5-02c23d19ec37_158/website.components.spacer.styles.css	(from https://www.thecleaningcompanyva.com/)
07:17:26	10673/10673	---MCZ	200	added ('OK')	application/javascript	etag:W/%22ae5ad02192da23c92a3f51648d0109b7%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.map/72e23f0f-d270-4459-aac5-f1f559d9ef18_221/website.components.map.visitor.js	C:/Users/sifdo/Desktop/Santa_Barbra/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.map/72e23f0f-d270-4459-aac5-f1f559d9ef18_221/website.components.map.visitor.js	(from https://www.thecleaningcompanyva.com/)
07:17:39	272/272	---M--	200	added ('OK')	application/javascript	etag:%224baeb45bb0baa921ac2668f21e048d4f%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.spacer/07acab66-37ed-4b60-afc5-02c23d19ec37_158/website.components.spacer.visitor.js	C:/Users/sifdo/Desktop/Santa_Barbra/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.spacer/07acab66-37ed-4b60-afc5-02c23d19ec37_158/website.components.spacer.visitor.js	(from https://www.thecleaningcompanyva.com/)
07:17:42	395303/395303	---M-Z	200	added ('OK')	text/css	date:Tue,%2002%20Sep%202025%2004:17:41%20GMT	https://static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/versioned-assets/1756491396509-D2UZE2AXRVVCI6BWFU1I/static.css	C:/Users/sifdo/Desktop/Santa_Barbra/static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/versioned-assets/1756491396509-D2UZE2AXRVVCI6BWFU1I/static.css	(from https://www.thecleaningcompanyva.com/)
07:17:43	88986/88986	---MCZ	200	added ('OK')	text/html	date:Tue,%2002%20Sep%202025%2004:17:42%20GMT	https://www.thecleaningcompanyva.com/cart	C:/Users/sifdo/Desktop/Santa_Barbra/www.thecleaningcompanyva.com/cart.html	(from https://www.thecleaningcompanyva.com/)
07:17:46	252342/252342	---M-Z	200	added ('OK')	text/html	etag:W/%2217ba036f5548fe3ed5de974275883a11%22	https://www.thecleaningcompanyva.com/cleaning-services	C:/Users/sifdo/Desktop/Santa_Barbra/www.thecleaningcompanyva.com/cleaning-services.html	(from https://www.thecleaningcompanyva.com/)
07:17:47	137146/137146	---M-Z	200	added ('OK')	text/html	etag:W/%2221da49e5b7982d7e3c765680a7ad7123%22	https://www.thecleaningcompanyva.com/about	C:/Users/sifdo/Desktop/Santa_Barbra/www.thecleaningcompanyva.com/about.html	(from https://www.thecleaningcompanyva.com/)
07:17:48	106037/106037	---M-Z	200	added ('OK')	text/html	etag:W/%22a70294661bb4337d43e88003d3b8e9f9--gzip%22	https://www.thecleaningcompanyva.com/faq	C:/Users/sifdo/Desktop/Santa_Barbra/www.thecleaningcompanyva.com/faq.html	(from https://www.thecleaningcompanyva.com/)
07:17:51	182430/182430	---M-Z	200	added ('OK')	text/html	etag:W/%22775d86742fa2540d215305e0c6986b49--gzip%22	https://www.thecleaningcompanyva.com/cleaning-client-results	C:/Users/sifdo/Desktop/Santa_Barbra/www.thecleaningcompanyva.com/cleaning-client-results.html	(from https://www.thecleaningcompanyva.com/)
07:17:51	31755/31755	---M--	200	added ('OK')	image/png	etag:CMfbm8b2hPQCEAE=	http://images.squarespace-cdn.com/content/v1/618712634cc9d14bd80427f3/124df19e-483d-4367-8371-3ea0d3cd7e88/logo%402x.png?format=1500w	C:/Users/sifdo/Desktop/Santa_Barbra/images.squarespace-cdn.com/content/v1/618712634cc9d14bd80427f3/124df19e-483d-4367-8371-3ea0d3cd7e88/logo@2x26f7.png	(from https://www.thecleaningcompanyva.com/)
07:17:51	98884/98884	---MCZ	200	added ('OK')	text/html	etag:W/%22ece78db14c457bf9654592c020fe1877--gzip%22	https://www.thecleaningcompanyva.com/gift-cards	C:/Users/sifdo/Desktop/Santa_Barbra/www.thecleaningcompanyva.com/gift-cards.html	(from https://www.thecleaningcompanyva.com/)
07:17:53	133495/133495	---M-Z	200	added ('OK')	text/html	etag:W/%2267534c379083185a27b2ff294fc61f0d--gzip%22	https://www.thecleaningcompanyva.com/contact	C:/Users/sifdo/Desktop/Santa_Barbra/www.thecleaningcompanyva.com/contact.html	(from https://www.thecleaningcompanyva.com/)
07:17:58	252342/252342	---M-Z	200	added ('OK')	text/html	etag:W/%221a0944fef7ecf59cf193aa5e6ba6a9fd%22	https://www.thecleaningcompanyva.com/cleaning-services/	C:/Users/sifdo/Desktop/Santa_Barbra/www.thecleaningcompanyva.com/cleaning-services/index.html	(from https://www.thecleaningcompanyva.com/)
07:18:05	48344/48344	---M--	200	added ('OK')	image/jpeg	etag:CPWeqeaNhfQCEAE=	https://images.squarespace-cdn.com/content/v1/618712634cc9d14bd80427f3/f41ef1c7-6e4f-4fed-a73e-5eee70bd50ce/clean+bedroom.jpg	C:/Users/sifdo/Desktop/Santa_Barbra/images.squarespace-cdn.com/content/v1/618712634cc9d14bd80427f3/f41ef1c7-6e4f-4fed-a73e-5eee70bd50ce/clean+bedroom.jpg	(from https://www.thecleaningcompanyva.com/)
07:18:09	77833/77833	---M--	200	added ('OK')	image/jpeg	etag:CLSrl++NhfQCEAE=	https://images.squarespace-cdn.com/content/v1/618712634cc9d14bd80427f3/bafd4986-a991-41e2-bf55-ca230d956d7d/clean+office.jpg	C:/Users/sifdo/Desktop/Santa_Barbra/images.squarespace-cdn.com/content/v1/618712634cc9d14bd80427f3/bafd4986-a991-41e2-bf55-ca230d956d7d/clean+office.jpg	(from https://www.thecleaningcompanyva.com/)
07:18:11	726/726	---M--	200	added ('OK')	image/png	etag:CPCd+YGPhfQCEAE=	https://images.squarespace-cdn.com/content/v1/618712634cc9d14bd80427f3/98c83b9c-26ee-4696-9e62-5513a2879c01/arrow.png	C:/Users/sifdo/Desktop/Santa_Barbra/images.squarespace-cdn.com/content/v1/618712634cc9d14bd80427f3/98c83b9c-26ee-4696-9e62-5513a2879c01/arrow.png	(from https://www.thecleaningcompanyva.com/)
07:18:11	111919/111919	---M--	200	added ('OK')	image/jpeg	etag:CJTC99friPQCEAE=	https://images.squarespace-cdn.com/content/v1/618712634cc9d14bd80427f3/f2f01806-d7d3-4b3b-9db1-cfad69341ecd/Cleaning-supplies.jpg	C:/Users/sifdo/Desktop/Santa_Barbra/images.squarespace-cdn.com/content/v1/618712634cc9d14bd80427f3/f2f01806-d7d3-4b3b-9db1-cfad69341ecd/Cleaning-supplies.jpg	(from https://www.thecleaningcompanyva.com/)
07:18:35	101670/101670	---M--	200	added ('OK')	image/jpeg	etag:CJjKzoCQhfQCEAE=	https://images.squarespace-cdn.com/content/v1/618712634cc9d14bd80427f3/c021e889-a9b9-476e-8a79-baf75ff4afb2/defne.jpg	C:/Users/sifdo/Desktop/Santa_Barbra/images.squarespace-cdn.com/content/v1/618712634cc9d14bd80427f3/c021e889-a9b9-476e-8a79-baf75ff4afb2/defne.jpg	(from https://www.thecleaningcompanyva.com/)
07:18:42	217472/217472	---M--	200	added ('OK')	image/jpeg	etag:CPz1/I+PhfQCEAE=	https://images.squarespace-cdn.com/content/v1/618712634cc9d14bd80427f3/6ef47dc5-e1a4-448a-93c7-a4e25ca5dac4/7-test+banner%402x.jpg	C:/Users/sifdo/Desktop/Santa_Barbra/images.squarespace-cdn.com/content/v1/618712634cc9d14bd80427f3/6ef47dc5-e1a4-448a-93c7-a4e25ca5dac4/7-test+banner@2x.jpg	(from https://www.thecleaningcompanyva.com/)
07:18:45	137146/137146	---M-Z	200	added ('OK')	text/html	etag:W/%2285e754e893df2b2c5b0f73954a7aaadb%22	https://www.thecleaningcompanyva.com/about/	C:/Users/sifdo/Desktop/Santa_Barbra/www.thecleaningcompanyva.com/about/index.html	(from https://www.thecleaningcompanyva.com/)
07:18:48	119242/119242	---M-Z	200	added ('OK')	text/html	etag:W/%22faa9bd02e173a099ba2e0762f8287d7d%22	https://www.thecleaningcompanyva.com/jobs	C:/Users/sifdo/Desktop/Santa_Barbra/www.thecleaningcompanyva.com/jobs.html	(from https://www.thecleaningcompanyva.com/)
07:18:51	100264/100264	---M-Z	200	added ('OK')	text/html	etag:W/%22ca613c4bb7c223cf856039b44e777b01%22	https://www.thecleaningcompanyva.com/index	C:/Users/sifdo/Desktop/Santa_Barbra/www.thecleaningcompanyva.com/index-2.html	(from https://www.thecleaningcompanyva.com/)
07:19:02	184543/184543	---M--	200	added ('OK')	image/jpeg	etag:CIGdyuiShfQCEAE=	https://images.squarespace-cdn.com/content/v1/618712634cc9d14bd80427f3/6de26bc3-e81a-42ec-a256-8e7c5f2382a1/clean+kitchen.jpg	C:/Users/sifdo/Desktop/Santa_Barbra/images.squarespace-cdn.com/content/v1/618712634cc9d14bd80427f3/6de26bc3-e81a-42ec-a256-8e7c5f2382a1/clean+kitchen.jpg	(from https://www.thecleaningcompanyva.com/)
07:19:04	268611/268611	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2002%20Sep%202025%2004:18:53%20GMT	https://static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/scripts/site-bundle.5ca0760c857d4d1f0a0219dcf447e03d.js	C:/Users/sifdo/Desktop/Santa_Barbra/static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/scripts/site-bundle.5ca0760c857d4d1f0a0219dcf447e03d.js	(from https://www.thecleaningcompanyva.com/)
07:19:07	461799/461799	---M--	200	added ('OK')	image/png	etag:COfHmKnpkfQCEAE=	https://images.squarespace-cdn.com/content/v1/618712634cc9d14bd80427f3/b661388c-516a-42b9-9a09-bb06604f3601/move+out.jpg	C:/Users/sifdo/Desktop/Santa_Barbra/images.squarespace-cdn.com/content/v1/618712634cc9d14bd80427f3/b661388c-516a-42b9-9a09-bb06604f3601/move+out.png	(from https://www.thecleaningcompanyva.com/)
07:19:52	8789473/8789473	---M-Z	200	added ('OK')	text/javascript	etag:%224fbfec7a9d591d192b5130595cd052cc%22	http://assets.squarespace.com/universal/scripts-compressed/common-95f64a4961b48d53-min.en-US.js	C:/Users/sifdo/Desktop/Santa_Barbra/assets.squarespace.com/universal/scripts-compressed/common-95f64a4961b48d53-min.en-US.js	(from https://www.thecleaningcompanyva.com/)
07:19:54	1262/1262	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:58%20GMT	http://assets.squarespace.com/universal/images-v6/damask/error-dark.png	C:/Users/sifdo/Desktop/Santa_Barbra/assets.squarespace.com/universal/images-v6/damask/error-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/618712634cc9d14bd80427f3/134/5c5a519771c10ba3470d8101/618712644cc9d14bd804280d/1675/site.css)
07:19:55	1676/1676	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/error-dark@2x.png	C:/Users/sifdo/Desktop/Santa_Barbra/assets.squarespace.com/universal/images-v6/damask/error-dark@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/618712634cc9d14bd80427f3/134/5c5a519771c10ba3470d8101/618712644cc9d14bd804280d/1675/site.css)
07:19:55	1219/1219	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:01%20GMT	http://assets.squarespace.com/universal/images-v6/damask/play-button.png	C:/Users/sifdo/Desktop/Santa_Barbra/assets.squarespace.com/universal/images-v6/damask/play-button.png	(from https://static1.squarespace.com/static/versioned-site-css/618712634cc9d14bd80427f3/134/5c5a519771c10ba3470d8101/618712644cc9d14bd804280d/1675/site.css)
07:19:55	2909/2909	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:07%20GMT	http://assets.squarespace.com/universal/images-v6/damask/play-button@2x.png	C:/Users/sifdo/Desktop/Santa_Barbra/assets.squarespace.com/universal/images-v6/damask/play-button@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/618712634cc9d14bd80427f3/134/5c5a519771c10ba3470d8101/618712644cc9d14bd804280d/1675/site.css)
07:19:55	2968/2968	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-aviary-light.png	C:/Users/sifdo/Desktop/Santa_Barbra/assets.squarespace.com/universal/images-v6/damask/edit-aviary-light.png	(from https://static1.squarespace.com/static/versioned-site-css/618712634cc9d14bd80427f3/134/5c5a519771c10ba3470d8101/618712644cc9d14bd804280d/1675/site.css)
07:19:56	3097/3097	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:03%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-aviary-light@2x.png	C:/Users/sifdo/Desktop/Santa_Barbra/assets.squarespace.com/universal/images-v6/damask/edit-aviary-light@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/618712634cc9d14bd80427f3/134/5c5a519771c10ba3470d8101/618712644cc9d14bd804280d/1675/site.css)
07:19:56	3051/3051	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:56%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-info-light.png	C:/Users/sifdo/Desktop/Santa_Barbra/assets.squarespace.com/universal/images-v6/damask/edit-info-light.png	(from https://static1.squarespace.com/static/versioned-site-css/618712634cc9d14bd80427f3/134/5c5a519771c10ba3470d8101/618712644cc9d14bd804280d/1675/site.css)
07:19:56	3420/3420	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:11%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-info-light@2x.png	C:/Users/sifdo/Desktop/Santa_Barbra/assets.squarespace.com/universal/images-v6/damask/edit-info-light@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/618712634cc9d14bd80427f3/134/5c5a519771c10ba3470d8101/618712644cc9d14bd804280d/1675/site.css)
07:19:56	1042/1042	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:09%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-light.png	C:/Users/sifdo/Desktop/Santa_Barbra/assets.squarespace.com/universal/images-v6/damask/trash-9-light.png	(from https://static1.squarespace.com/static/versioned-site-css/618712634cc9d14bd80427f3/134/5c5a519771c10ba3470d8101/618712644cc9d14bd804280d/1675/site.css)
07:19:57	990/990	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:10%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-light@2x.png	C:/Users/sifdo/Desktop/Santa_Barbra/assets.squarespace.com/universal/images-v6/damask/trash-9-light@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/618712634cc9d14bd80427f3/134/5c5a519771c10ba3470d8101/618712644cc9d14bd804280d/1675/site.css)
07:19:57	1057/1057	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:02%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-red.png	C:/Users/sifdo/Desktop/Santa_Barbra/assets.squarespace.com/universal/images-v6/damask/trash-9-red.png	(from https://static1.squarespace.com/static/versioned-site-css/618712634cc9d14bd80427f3/134/5c5a519771c10ba3470d8101/618712644cc9d14bd804280d/1675/site.css)
07:19:57	1048/1048	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:07%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-red@2x.png	C:/Users/sifdo/Desktop/Santa_Barbra/assets.squarespace.com/universal/images-v6/damask/trash-9-red@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/618712634cc9d14bd80427f3/134/5c5a519771c10ba3470d8101/618712644cc9d14bd804280d/1675/site.css)
07:19:57	3072/3072	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:09%20GMT	http://assets.squarespace.com/universal/images-v6/damask/getty-16-light.png	C:/Users/sifdo/Desktop/Santa_Barbra/assets.squarespace.com/universal/images-v6/damask/getty-16-light.png	(from https://static1.squarespace.com/static/versioned-site-css/618712634cc9d14bd80427f3/134/5c5a519771c10ba3470d8101/618712644cc9d14bd804280d/1675/site.css)
07:19:58	3374/3374	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/getty-32-light.png	C:/Users/sifdo/Desktop/Santa_Barbra/assets.squarespace.com/universal/images-v6/damask/getty-32-light.png	(from https://static1.squarespace.com/static/versioned-site-css/618712634cc9d14bd80427f3/134/5c5a519771c10ba3470d8101/618712644cc9d14bd804280d/1675/site.css)
07:19:58	3010/3010	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:06%20GMT	http://assets.squarespace.com/universal/images-v6/damask/shopping-cart-16-light.png	C:/Users/sifdo/Desktop/Santa_Barbra/assets.squarespace.com/universal/images-v6/damask/shopping-cart-16-light.png	(from https://static1.squarespace.com/static/versioned-site-css/618712634cc9d14bd80427f3/134/5c5a519771c10ba3470d8101/618712644cc9d14bd804280d/1675/site.css)
07:19:58	3216/3216	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	http://assets.squarespace.com/universal/images-v6/damask/shopping-cart-32-light.png	C:/Users/sifdo/Desktop/Santa_Barbra/assets.squarespace.com/universal/images-v6/damask/shopping-cart-32-light.png	(from https://static1.squarespace.com/static/versioned-site-css/618712634cc9d14bd80427f3/134/5c5a519771c10ba3470d8101/618712644cc9d14bd804280d/1675/site.css)
07:19:59	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2002%20Sep%202025%2004:20:00%20GMT	https://static1.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	C:/Users/sifdo/Desktop/Santa_Barbra/static1.squarespace.com/universal/images-v6/icons/block-indicator-dark.35.delayed	(from https://static1.squarespace.com/static/versioned-site-css/618712634cc9d14bd80427f3/134/5c5a519771c10ba3470d8101/618712644cc9d14bd804280d/1675/site.css)
07:19:59	561/561	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	https://assets.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	C:/Users/sifdo/Desktop/Santa_Barbra/assets.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/618712634cc9d14bd80427f3/134/5c5a519771c10ba3470d8101/618712644cc9d14bd804280d/1675/site.css)
07:20:00	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2002%20Sep%202025%2004:20:01%20GMT	https://static1.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	C:/Users/sifdo/Desktop/Santa_Barbra/static1.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/618712634cc9d14bd80427f3/134/5c5a519771c10ba3470d8101/618712644cc9d14bd804280d/1675/site.css)
07:20:00	1672/1672	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:58%20GMT	https://assets.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	C:/Users/sifdo/Desktop/Santa_Barbra/assets.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/618712634cc9d14bd80427f3/134/5c5a519771c10ba3470d8101/618712644cc9d14bd804280d/1675/site.css)
